,seqname,gene_name,start,end,strand,gene_id
3124914,chr20,ZFP64,52051663,52204308,-,ENSG00000020256.20
3125080,chr20,ENSG00000287511,52072685,52096480,+,ENSG00000287511.1
3125085,chr20,ERP29P1,52110344,52111049,-,ENSG00000233347.1
3125088,chr20,LINC01524,52192159,52670578,+,ENSG00000234948.2
3125322,chr20,ENSG00000225785,52451464,52455619,-,ENSG00000225785.1
3125327,chr20,ENSG00000275958,52482801,52482991,-,ENSG00000275958.1
3125330,chr20,ENSG00000232465,52487922,52500591,-,ENSG00000232465.1
3125334,chr20,MRPS33P4,52511252,52511568,+,ENSG00000234821.1
3125337,chr20,ENSG00000232294,52671735,52699472,+,ENSG00000232294.6
3125541,chr20,ENSG00000286250,52840936,52843775,-,ENSG00000286250.1
3125545,chr20,ENSG00000232286,52858338,52862855,-,ENSG00000232286.1
3125549,chr20,RPL36P1,52890162,52890386,+,ENSG00000230636.1
3125552,chr20,TSHZ2,52972358,53495330,+,ENSG00000182463.16
3125597,chr20,RN7SKP184,53097652,53097984,+,ENSG00000199218.1
3125600,chr20,ENSG00000286865,53137293,53141169,-,ENSG00000286865.1
3125604,chr20,ENSG00000223492,53168643,53179550,-,ENSG00000223492.1
3125608,chr20,ENSG00000227705,53196229,53208705,-,ENSG00000227705.1
3125615,chr20,ENSG00000271774,53255979,53487274,-,ENSG00000271774.1
3125620,chr20,ENSG00000231703,53397661,53412910,-,ENSG00000231703.2
3125625,chr20,PPIAP10,53421199,53421656,+,ENSG00000224530.1
3125628,chr20,ENSG00000259723,53453058,53504314,-,ENSG00000259723.1
3125634,chr20,Y_RNA,53544615,53544725,+,ENSG00000206959.1
3125637,chr20,ENSG00000197670,53552770,53575863,+,ENSG00000197670.6
3125645,chr20,ZNF217,53567071,53609907,-,ENSG00000171940.14
3125699,chr20,ENSG00000235415,53608354,53634590,+,ENSG00000235415.1
3125704,chr20,RNU7-14P,53668697,53668758,-,ENSG00000238468.1
3125707,chr20,ENSG00000287886,53738728,53741797,+,ENSG00000287886.1
3125711,chr20,ENSG00000225563,53799823,53827297,-,ENSG00000225563.2
3125719,chr20,SUMO1P1,53875252,53875557,-,ENSG00000241721.1
3125722,chr20,BCAS1,53936777,54070594,-,ENSG00000064787.14
3125952,chr20,ENSG00000236352,53940160,53942508,+,ENSG00000236352.1
3125957,chr20,MIR4756,54068408,54068485,-,ENSG00000265595.1
3125960,chr20,CYP24A1,54153446,54173986,-,ENSG00000019186.10
3126051,chr20,ENSG00000286587,54178414,54183129,+,ENSG00000286587.1
3126055,chr20,PFDN4,54208087,54228052,+,ENSG00000101132.10
3126100,chr20,ENSG00000286229,54232758,54269542,+,ENSG00000286229.1
3126105,chr20,DOK5,54475593,54651169,+,ENSG00000101134.12
3126154,chr20,RNU4ATAC7P,54859688,54859812,-,ENSG00000252089.1
3126157,chr20,RPL12P4,55074644,55075140,+,ENSG00000185834.10
3126160,chr20,LINC01440,55408898,55684915,+,ENSG00000235166.8
3126251,chr20,LINC01441,55420336,55427197,-,ENSG00000224008.1
3126256,chr20,ENSG00000275923,55504906,55505215,-,ENSG00000275923.1
3126259,chr20,ENSG00000287478,55607852,55744938,-,ENSG00000287478.1
3126266,chr20,ENSG00000286006,55775176,55781231,+,ENSG00000286006.2
3126276,chr20,CBLN4,55997357,56005519,-,ENSG00000054803.4
3126288,chr20,RNA5SP487,56205052,56205173,-,ENSG00000222118.1
3126291,chr20,MC3R,56248732,56249815,+,ENSG00000124089.4
3126299,chr20,ENSG00000235594,56267872,56269231,+,ENSG00000235594.1
3126303,chr20,ENSG00000230843,56295967,56299160,-,ENSG00000230843.1
3126307,chr20,FAM210B,56358974,56368663,+,ENSG00000124098.10
3126326,chr20,AURKA,56369389,56392337,-,ENSG00000087586.18
3126594,chr20,CSTF1,56392371,56406362,+,ENSG00000101138.12
3126685,chr20,CASS4,56412112,56460387,+,ENSG00000087589.17
3126760,chr20,RPL39P,56459428,56459583,-,ENSG00000228601.1
3126763,chr20,RTF2,56468585,56519449,+,ENSG00000022277.13
3126882,chr20,GCNT7,56491492,56525925,-,ENSG00000124091.10
3126902,chr20,FAM209A,56517187,56526152,+,ENSG00000124103.10
3126917,chr20,ENSG00000280387,56522252,56523499,+,ENSG00000280387.1
3126920,chr20,FAM209B,56533246,56536520,+,ENSG00000213714.1
3126930,chr20,ENSG00000287079,56550605,56555579,+,ENSG00000287079.1
3126934,chr20,LINC01716,56577563,56598621,+,ENSG00000225657.2
3126945,chr20,RPS4XP3,56601701,56602113,+,ENSG00000214541.3
3126948,chr20,ENSG00000289199,56625077,56626117,+,ENSG00000289199.2
3126951,chr20,TFAP2C,56629306,56639283,+,ENSG00000087510.7
3126978,chr20,RNU6-1146P,56667430,56667531,+,ENSG00000252091.1
3126981,chr20,RN7SL170P,56688401,56688695,+,ENSG00000241821.3
3126984,chr20,PTMAP6,56700837,56701514,-,ENSG00000237000.1
3126988,chr20,ENSG00000231604,56730397,56731460,+,ENSG00000231604.2
3126992,chr20,RNU6-929P,56785981,56786087,-,ENSG00000207158.1
3126995,chr20,ENSG00000231078,57105741,57107128,+,ENSG00000231078.1
3127000,chr20,ENSG00000203266,57110640,57122745,+,ENSG00000203266.3
3127009,chr20,ENSG00000288086,57116566,57119543,-,ENSG00000288086.1
3127013,chr20,ENSG00000288946,57156048,57157230,-,ENSG00000288946.1
3127017,chr20,ENSG00000280220,57161822,57163775,+,ENSG00000280220.1
3127020,chr20,ENSG00000290004,57161839,57162355,-,ENSG00000290004.1
3127023,chr20,BMP7,57168753,57266641,-,ENSG00000101144.13
3127113,chr20,BMP7-AS1,57214872,57215866,+,ENSG00000235032.1
3127117,chr20,ENSG00000226308,57266768,57282998,+,ENSG00000226308.2
3127127,chr20,Y_RNA,57311854,57311958,+,ENSG00000252064.1
3127130,chr20,MIR4325,57321502,57321591,-,ENSG00000266666.1
3127133,chr20,RPL39P39,57328546,57328696,+,ENSG00000231005.1
3127136,chr20,SPO11,57329803,57343994,+,ENSG00000054796.13
3127264,chr20,RAE1,57351223,57379211,+,ENSG00000101146.13
3127453,chr20,MTND1P9,57357426,57358369,-,ENSG00000228995.1
3127456,chr20,RBM38-AS1,57376881,57393062,-,ENSG00000218018.4
3127468,chr20,RBM38,57391396,57409333,+,ENSG00000132819.17
3127536,chr20,ENSG00000286052,57442742,57458298,+,ENSG00000286052.1
3127541,chr20,HMGB1P1,57487959,57495366,-,ENSG00000124097.8
3127551,chr20,CTCFL,57495966,57525652,-,ENSG00000124092.13
3128008,chr20,PCK1,57561080,57568121,+,ENSG00000124253.11
3128052,chr20,ENSG00000227297,57599695,57601200,-,ENSG00000227297.1
3128056,chr20,ZBP1,57603846,57620576,-,ENSG00000124256.15
3128144,chr20,PMEPA1,57648392,57711536,-,ENSG00000124225.16
3128237,chr20,NKILA,57710156,57712780,+,ENSG00000278709.2
3128243,chr20,ENSG00000263453,57895394,57895444,+,ENSG00000263453.1
3128246,chr20,ENSG00000203971,57957126,57960176,-,ENSG00000203971.2
3128254,chr20,LINC01742,58003904,58004648,+,ENSG00000275852.1
3128258,chr20,ENSG00000225708,58069054,58072070,-,ENSG00000225708.6
3128265,chr20,ENSG00000270411,58097267,58097591,+,ENSG00000270411.1
3128268,chr20,C20orf85,58150902,58161150,+,ENSG00000124237.6
3128282,chr20,ANKRD60,58216126,58228653,-,ENSG00000124227.6
3128295,chr20,PPP4R1L,58228940,58309494,-,ENSG00000124224.19
3128477,chr20,RAB22A,58309715,58367507,+,ENSG00000124209.4
3128502,chr20,VAPB,58389229,58451101,+,ENSG00000124164.16
3128561,chr20,APCDD1L,58459101,58515399,-,ENSG00000198768.11
3128589,chr20,APCDD1L-DT,58515379,58619888,+,ENSG00000231290.7
3128643,chr20,ENSG00000254620,58594417,58603973,+,ENSG00000254620.1
3128647,chr20,LINC01711,58634772,58635738,+,ENSG00000268941.2
3128650,chr20,STX16,58651253,58679526,+,ENSG00000124222.22
3128995,chr20,STX16-NPEPL1,58651434,58715410,+,ENSG00000254995.4
3129050,chr20,NPEPL1,58689131,58719238,+,ENSG00000215440.12
3129192,chr20,ENSG00000254419,58710795,58711633,+,ENSG00000254419.1
3129196,chr20,PIEZO1P2,58740532,58783821,-,ENSG00000237121.1
3129212,chr20,ENSG00000270279,58754351,58756838,+,ENSG00000270279.1
3129217,chr20,ENSG00000268649,58817132,58817725,-,ENSG00000268649.5
3129220,chr20,MIR296,58817615,58817694,-,ENSG00000284040.1
3129223,chr20,MIR298,58818226,58818313,-,ENSG00000216031.1
3129226,chr20,GNAS-AS1,58818918,58850903,-,ENSG00000235590.9
3129259,chr20,ENSG00000268333,58833809,58836529,-,ENSG00000268333.1
3129263,chr20,GNAS,58839718,58911192,+,ENSG00000087460.29
3130856,chr20,ENSG00000276859,58842030,58842132,+,ENSG00000276859.1
3130859,chr20,ENSG00000276722,58842433,58842546,+,ENSG00000276722.1
3130862,chr20,ENSG00000274491,58850530,58850641,+,ENSG00000274491.1
3130865,chr20,ENSG00000275069,58850783,58850903,+,ENSG00000275069.1
3130868,chr20,ENSG00000225806,58863528,58888809,-,ENSG00000225806.8
3130886,chr20,ENSG00000270951,58876592,58876981,-,ENSG00000270951.1
3130889,chr20,ENSG00000285091,58916000,58981169,-,ENSG00000285091.1
3130896,chr20,ENSG00000284985,58948089,58948267,-,ENSG00000284985.1
3130899,chr20,NELFCD,58981208,58995133,+,ENSG00000101158.15
3131074,chr20,CTSZ,58985686,59008238,-,ENSG00000101160.15
3131504,chr20,TUBB1,59019429,59026654,+,ENSG00000101162.4
3131518,chr20,ATP5F1E,59025475,59032345,-,ENSG00000124172.10
3131550,chr20,ENSG00000289837,59032626,59033550,+,ENSG00000289837.1
3131553,chr20,PRELID3B,59033145,59042809,-,ENSG00000101166.16
3131606,chr20,MRPS16P2,59113224,59113631,+,ENSG00000232925.2
3131609,chr20,ZNF831,59123381,59259113,+,ENSG00000124203.7
3131651,chr20,EDN3,59300443,59325992,+,ENSG00000124205.18
3131758,chr20,ENSG00000225129,59352195,59357774,-,ENSG00000225129.1
3131762,chr20,ENSG00000230352,59360927,59364773,-,ENSG00000230352.1
3131766,chr20,ENSG00000286309,59395496,59397109,-,ENSG00000286309.1
3131770,chr20,PIEZO1P1,59460619,59460837,-,ENSG00000233686.3
3131773,chr20,ENSG00000287752,59467755,59469853,-,ENSG00000287752.1
3131777,chr20,ENSG00000227282,59515191,59516039,+,ENSG00000227282.1
3131781,chr20,PHACTR3,59577509,59847711,+,ENSG00000087495.17
3131994,chr20,PHACTR3-AS1,59624904,59628295,-,ENSG00000238194.2
3132007,chr20,RNU7-141P,59852667,59852728,-,ENSG00000238777.1
3132010,chr20,SYCP2,59863564,59933655,-,ENSG00000196074.13
3132323,chr20,FAM217B,59933764,59948680,+,ENSG00000196227.11
3132366,chr20,PPP1R3D,59936663,59940305,-,ENSG00000132825.7
3132374,chr20,CDH26,59958423,60034011,+,ENSG00000124215.17
3132492,chr20,LINC02910,60055853,60072956,+,ENSG00000176659.11
3132523,chr20,ENSG00000276093,60083360,60083872,-,ENSG00000276093.1
3132526,chr20,MIR646HG,60087661,60653784,+,ENSG00000228340.8
3133000,chr20,MIR646,60308474,60308567,+,ENSG00000207802.1
3133003,chr20,MTCO2P1,60414396,60414872,-,ENSG00000229690.1
3133006,chr20,MIR4533,60478111,60478181,+,ENSG00000266140.1
3133009,chr20,MIR548AG2,60564562,60564625,+,ENSG00000265617.1
3133012,chr20,ENSG00000276627,60755001,60767279,+,ENSG00000276627.3
3133028,chr20,ENSG00000261035,60812004,60814211,-,ENSG00000261035.1
3133031,chr20,ENSG00000229755,61077224,61077816,-,ENSG00000229755.1
3133035,chr20,LINC01718,61079049,61083750,+,ENSG00000229606.2
3133043,chr20,ENSG00000289577,61159812,61162759,-,ENSG00000289577.2
3133049,chr20,CDH4,61252261,61940617,+,ENSG00000179242.16
3133157,chr20,ENSG00000286232,61267525,61271827,-,ENSG00000286232.1
3133161,chr20,ENSG00000276786,61369879,61370855,+,ENSG00000276786.1
3133164,chr20,ENSG00000277270,61432868,61437630,-,ENSG00000277270.2
3133201,chr20,ENSG00000179253,61717506,61719748,-,ENSG00000179253.3
3133205,chr20,ENSG00000225106,61738219,61755056,-,ENSG00000225106.1
3133213,chr20,TAF4,61953469,62065881,-,ENSG00000130699.20
3133328,chr20,MIR1257,61953546,61953662,-,ENSG00000284193.1
3133331,chr20,ENSG00000235018,62037429,62037956,-,ENSG00000235018.1
3133334,chr20,MIR3195,62064802,62064885,+,ENSG00000265306.1
3133337,chr20,ENSG00000283078,62066830,62068437,+,ENSG00000283078.1
3133340,chr20,ENSG00000289236,62120046,62121762,-,ENSG00000289236.1
3133343,chr20,LSM14B,62122461,62135374,+,ENSG00000149657.20
3133427,chr20,PSMA7,62136733,62143440,-,ENSG00000101182.15
3133503,chr20,SS18L1,62143769,62182514,+,ENSG00000184402.15
3133587,chr20,ENSG00000289537,62181600,62182980,-,ENSG00000289537.2
3133590,chr20,MTG2,62183028,62203568,+,ENSG00000101181.18
3133675,chr20,HRH3,62214960,62220278,-,ENSG00000101180.17
3133702,chr20,OSBPL2,62231922,62296213,+,ENSG00000130703.17
3134349,chr20,ADRM1,62302093,62308862,+,ENSG00000130706.13
3134438,chr20,ENSG00000226332,62305432,62306325,-,ENSG00000226332.2
3134442,chr20,LAMA5,62307955,62367312,-,ENSG00000130702.15
3134705,chr20,MIR4758,62332487,62332557,-,ENSG00000284074.1
3134708,chr20,LAMA5-AS1,62352970,62356480,+,ENSG00000228812.9
3134730,chr20,ENSG00000273619,62386299,62387000,-,ENSG00000273619.2
3134733,chr20,RPS21,62387103,62388520,+,ENSG00000171858.18
3134790,chr20,CABLES2,62388634,62407285,-,ENSG00000149679.12
3134831,chr20,ENSG00000275437,62402236,62405935,-,ENSG00000275437.1
3134834,chr20,RBBP8NL,62410237,62427539,-,ENSG00000130701.4
3134868,chr20,ENSG00000233017,62427827,62447677,+,ENSG00000233017.3
3134884,chr20,GATA5,62463497,62475995,-,ENSG00000130700.7
3134904,chr20,ENSG00000272050,62477870,62478594,+,ENSG00000272050.1
3134907,chr20,ENSG00000260542,62513909,62516096,-,ENSG00000260542.1
3134910,chr20,ENSG00000289548,62533957,62536728,+,ENSG00000289548.2
3134927,chr20,CRMA,62544165,62551526,-,ENSG00000174403.17
3134959,chr20,MIR1-1HG,62550447,62570767,+,ENSG00000174407.15
3135082,chr20,MIR1-1,62554306,62554376,+,ENSG00000199017.2
3135085,chr20,MIR133A2,62564912,62565013,+,ENSG00000284508.1
3135088,chr20,RPL7P3,62572671,62573384,+,ENSG00000226094.1
3135091,chr20,ENSG00000264490,62575590,62577507,+,ENSG00000264490.3
3135094,chr20,LINC02970,62596732,62603355,-,ENSG00000273812.3
3135104,chr20,ENSG00000289634,62603320,62604389,+,ENSG00000289634.1
3135107,chr20,ENSG00000232121,62633681,62635504,-,ENSG00000232121.1
3135113,chr20,ENSG00000229882,62633772,62635862,+,ENSG00000229882.1
3135117,chr20,ENSG00000167046,62640719,62643304,-,ENSG00000167046.4
3135121,chr20,SLCO4A1,62642503,62685785,+,ENSG00000101187.16
3135242,chr20,SLCO4A1-AS2,62648961,62650767,-,ENSG00000277496.1
3135245,chr20,ENSG00000276317,62651272,62652186,-,ENSG00000276317.1
3135249,chr20,SLCO4A1-AS1,62663019,62666724,-,ENSG00000232803.1
3135261,chr20,LINC00686,62695024,62700480,-,ENSG00000237687.2
3135265,chr20,NTSR1,62708836,62762771,+,ENSG00000101188.5
3135283,chr20,ENSG00000223669,62732566,62735347,-,ENSG00000223669.1
3135287,chr20,LINC00659,62772980,62776996,-,ENSG00000228705.4
3135326,chr20,MRGBP,62796473,62801729,+,ENSG00000101189.7
3135342,chr20,OGFR-AS1,62800627,62805961,-,ENSG00000229873.2
3135347,chr20,OGFR,62804835,62814000,+,ENSG00000060491.17
3135393,chr20,COL9A3,62816244,62841159,+,ENSG00000092758.18
3135577,chr20,TCFL5,62841005,62861822,-,ENSG00000101190.13
3135612,chr20,DPH3P1,62845664,62845912,+,ENSG00000233838.5
3135615,chr20,ARF4P2,62872250,62873076,-,ENSG00000236527.1
3135619,chr20,DIDO1,62877738,62937952,-,ENSG00000101191.17
3135797,chr20,ENSG00000273759,62928621,62929297,-,ENSG00000273759.1
3135800,chr20,GID8,62938147,62948475,+,ENSG00000101193.8
3135819,chr20,SLC17A9,62952707,62969585,+,ENSG00000101194.18
3135925,chr20,BHLHE23,63005927,63007035,-,ENSG00000125533.6
3135940,chr20,LINC01749,63009383,63085071,+,ENSG00000272259.5
3135949,chr20,LINC00029,63034217,63037028,-,ENSG00000125514.9
3135962,chr20,LINC01056,63038011,63053863,+,ENSG00000237119.1
3135970,chr20,HAR1B,63090806,63102631,-,ENSG00000231133.8
3135999,chr20,ENSG00000274915,63102142,63102259,+,ENSG00000274915.1
3136002,chr20,HAR1A,63102205,63104386,+,ENSG00000225978.3
3136006,chr20,ENSG00000287324,63116218,63117205,+,ENSG00000287324.1
3136010,chr20,ENSG00000260416,63127495,63129459,-,ENSG00000260416.1
3136013,chr20,ENSG00000286628,63144311,63152087,-,ENSG00000286628.1
3136018,chr20,ENSG00000231977,63166013,63180903,-,ENSG00000231977.2
3136025,chr20,MIR124-3,63178500,63178586,+,ENSG00000207598.1
3136028,chr20,YTHDF1,63195429,63216139,-,ENSG00000149658.18
3136057,chr20,ENSG00000273821,63218041,63218502,+,ENSG00000273821.1
3136060,chr20,BIRC7,63235883,63240495,+,ENSG00000101197.13
3136112,chr20,MIR3196,63238779,63238842,+,ENSG00000266463.1
3136115,chr20,NKAIN4,63240784,63272694,-,ENSG00000101198.15
3136210,chr20,FLJ16779,63253978,63261615,+,ENSG00000275620.1
3136213,chr20,ARFGAP1,63272785,63289790,+,ENSG00000101199.13
3136604,chr20,MIR4326,63286808,63286866,+,ENSG00000266104.1
3136607,chr20,COL20A1,63293186,63334851,+,ENSG00000101203.17
3136865,chr20,RNU6-994P,63337339,63337449,+,ENSG00000222439.1
3136868,chr20,CHRNA4,63343223,63378401,-,ENSG00000101204.18
3136988,chr20,ENSG00000203900,63359988,63371177,+,ENSG00000203900.2
3136999,chr20,KCNQ2,63400208,63472677,-,ENSG00000075043.20
3137557,chr20,ENSG00000280936,63422269,63424555,+,ENSG00000280936.1
3137562,chr20,KCNQ2-AS1,63448051,63449329,+,ENSG00000226390.1
3137566,chr20,EEF1A2,63488013,63499239,-,ENSG00000101210.13
3137669,chr20,ENSG00000230226,63502287,63505111,+,ENSG00000230226.1
3137673,chr20,PPDPF,63520765,63522206,+,ENSG00000125534.10
3137705,chr20,PTK6,63528001,63537376,-,ENSG00000101213.7
3137746,chr20,SRMS,63538489,63547749,-,ENSG00000125508.4
3137768,chr20,ENSG00000275812,63543411,63543738,+,ENSG00000275812.1
3137771,chr20,FNDC11,63547891,63556695,+,ENSG00000125531.7
3137804,chr20,HELZ2,63558086,63574239,-,ENSG00000130589.16
3137902,chr20,GMEB2,63587602,63627101,-,ENSG00000101216.11
3137972,chr20,MHENCR,63627179,63628824,+,ENSG00000232442.3
3137984,chr20,STMN3,63639705,63657682,-,ENSG00000197457.10
3138046,chr20,RTEL1,63657810,63696253,+,ENSG00000258366.12
3138700,chr20,RTEL1-TNFRSF6B,63659300,63698684,+,ENSG00000026036.23
3138830,chr20,TNFRSF6B,63696652,63698684,+,ENSG00000243509.6
3138842,chr20,ARFRP1,63698642,63708025,-,ENSG00000101246.20
3139022,chr20,ZGPAT,63707465,63736142,+,ENSG00000197114.12
3139149,chr20,ENSG00000273154,63708864,63739103,+,ENSG00000273154.3
3139199,chr20,ENSG00000274501,63730072,63730377,-,ENSG00000274501.1
3139202,chr20,LIME1,63736283,63739103,+,ENSG00000203896.10
3139305,chr20,ENSG00000273047,63738270,63740398,+,ENSG00000273047.1
3139315,chr20,SLC2A4RG,63739776,63744050,+,ENSG00000125520.14
3139369,chr20,ZBTB46,63743668,63832038,-,ENSG00000130584.12
3139440,chr20,ZBTB46-AS2,63744689,63745958,+,ENSG00000229299.2
3139447,chr20,ZBTB46-AS1,63808076,63816521,+,ENSG00000231208.4
3139452,chr20,C20orf181,63843436,63843915,-,ENSG00000279610.1
3139455,chr20,ENSG00000268858,63861212,63864293,-,ENSG00000268858.2
3139458,chr20,ABHD16B,63861498,63862988,+,ENSG00000183260.7
3139466,chr20,TPD52L2,63865228,63891545,+,ENSG00000101150.18
3139639,chr20,DNAJC5,63895126,63936031,+,ENSG00000101152.11
3139672,chr20,RNU1-134P,63908955,63909119,+,ENSG00000199805.1
3139675,chr20,MIR941-1,63919449,63919520,+,ENSG00000283206.1
3139678,chr20,MIR941-2,63919505,63919576,+,ENSG00000216141.3
3139681,chr20,MIR941-3,63919561,63919632,+,ENSG00000283513.1
3139684,chr20,MIR941-4,63919756,63919827,+,ENSG00000216195.3
3139687,chr20,MIR941-5,63919868,63919939,+,ENSG00000275842.1
3139690,chr20,UCKL1,63939829,63956416,-,ENSG00000198276.16
3139828,chr20,MIR1914,63941465,63941544,-,ENSG00000284433.1
3139831,chr20,MIR647,63942631,63942726,-,ENSG00000207554.1
3139834,chr20,UCKL1-AS1,63953384,63956985,+,ENSG00000280213.1
3139837,chr20,ZNF512B,63956704,63969930,-,ENSG00000196700.9
3139877,chr20,SAMD10,63974116,63980008,-,ENSG00000130590.14
3139915,chr20,PRPF6,63981132,64033100,+,ENSG00000101161.8
3139963,chr20,C20orf204,64034344,64039962,+,ENSG00000196421.9
3139996,chr20,SOX18,64047582,64049639,-,ENSG00000203883.7
3140006,chr20,TCEA2,64049836,64072347,+,ENSG00000171703.17
3140204,chr20,ENSG00000237371,64056803,64057084,+,ENSG00000237371.1
3140208,chr20,RGS19,64073181,64079988,-,ENSG00000171700.14
3140251,chr20,MIR6813,64076955,64077010,-,ENSG00000274034.1
3140254,chr20,OPRL1,64080082,64100643,+,ENSG00000125510.18
3140313,chr20,LKAAEAR1,64083376,64084398,-,ENSG00000171695.11
3140334,chr20,ENSG00000286999,64097208,64101162,-,ENSG00000286999.1
3140338,chr20,MYT1,64102394,64242253,+,ENSG00000196132.14
3140616,chr20,NPBWR2,64103802,64107565,-,ENSG00000125522.4
3140633,chr20,PCMTD2,64255695,64304820,+,ENSG00000203880.13
3140749,chr20,ENSG00000278171,64278306,64278561,+,ENSG00000278171.1
3140752,chr20,CICP4,64290187,64292998,-,ENSG00000232852.1
3140755,chr20,ENSG00000149656,64290385,64313132,+,ENSG00000149656.9
3140770,chr20,ENSG00000274727,64327418,64327972,-,ENSG00000274727.1
3140773,chr21,ENSG00000279493,5011799,5017145,+,ENSG00000279493.1
3140779,chr21,ENSG00000277117,5022531,5036771,+,ENSG00000277117.6
3140788,chr21,ENSG00000279687,5073458,5087867,+,ENSG00000279687.1
3140792,chr21,ENSG00000289905,5086740,5087232,+,ENSG00000289905.1
3140795,chr21,ENSG00000280071,5116341,5128369,-,ENSG00000280071.5
3140804,chr21,ENSG00000276612,5116343,5133805,-,ENSG00000276612.3
3140813,chr21,ENSG00000275464,5130871,5154658,-,ENSG00000275464.6
3140836,chr21,ENSG00000280433,5155499,5163695,-,ENSG00000280433.2
3140841,chr21,ENSG00000279669,5232668,5243833,-,ENSG00000279669.1
3140845,chr21,LINC01670,5499151,5502542,-,ENSG00000279094.3
3140857,chr21,ENSG00000274333,5553637,5614880,+,ENSG00000274333.4
3140911,chr21,Y_RNA,5597390,5597490,+,ENSG00000277777.1
3140914,chr21,ENSG00000279186,5703182,5705637,-,ENSG00000279186.1
3140917,chr21,ENSG00000279784,5705345,5707160,+,ENSG00000279784.1
3140921,chr21,ENSG00000279064,5707004,5709456,-,ENSG00000279064.1
3140925,chr21,ENSG00000274559,5972924,5973383,-,ENSG00000274559.3
3140928,chr21,ENSG00000280013,6008604,6008810,+,ENSG00000280013.1
3140931,chr21,ENSG00000279769,6034690,6036093,+,ENSG00000279769.1
3140934,chr21,ENSG00000280191,6060340,6076305,+,ENSG00000280191.4
3140940,chr21,ENSG00000280095,6081193,6082585,+,ENSG00000280095.1
3140944,chr21,ENSG00000280179,6084381,6091407,-,ENSG00000280179.2
3140950,chr21,ENSG00000275993,6111131,6123778,+,ENSG00000275993.4
3140966,chr21,ENSG00000288187,6215291,6217681,-,ENSG00000288187.1
3140969,chr21,Y_RNA,6223480,6223580,-,ENSG00000274790.1
3140972,chr21,ENSG00000275496,6228966,6267317,-,ENSG00000275496.4
